feroxbuster -u http://metapress.htb -w /usr/share/wordlists/dirb/common.txt -t 200 -r

 ___  ___  __   __     __      __         __   ___
|__  |__  |__) |__) | /  `    /  \ \_/ | |  \ |__
|    |___ |  \ |  \ | \__,    \__/ / \ | |__/ |___
by Ben "epi" Risher 🤓                 ver: 2.11.0
───────────────────────────┬──────────────────────
 🎯  Target Url            │ http://metapress.htb
 🚀  Threads               │ 200
 📖  Wordlist              │ /usr/share/wordlists/dirb/common.txt
 👌  Status Codes          │ All Status Codes!
 💥  Timeout (secs)        │ 7
 🦡  User-Agent            │ feroxbuster/2.11.0
 💉  Config File           │ /home/pks/.config/feroxbuster/ferox-config.toml
 🔎  Extract Links         │ true
 🏁  HTTP methods          │ [GET]
 📍  Follow Redirects      │ true
 🔃  Recursion Depth       │ 4
───────────────────────────┴──────────────────────
 🏁  Press [ENTER] to use the Scan Management Menu™
──────────────────────────────────────────────────
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/abc123
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/ad
502      GET        7l       11w      157c http://metapress.htb/category/news/AppsLogin
502      GET        7l       11w      157c http://metapress.htb/category/news/architect
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/abstract
502      GET        7l       11w      157c http://metapress.htb/category/news/arch
502      GET        7l       11w      157c http://metapress.htb/buynow
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/addpost
502      GET        7l       11w      157c http://metapress.htb/category/news/apr
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/51
502      GET        7l       11w      157c http://metapress.htb/buyproduct
502      GET        7l       11w      157c http://metapress.htb/category/news/arcade
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/about
502      GET        7l       11w      157c http://metapress.htb/category/news/ar
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/About
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/adclick
502      GET        7l       11w      157c http://metapress.htb/buy
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/addnews
502      GET        7l       11w      157c http://metapress.htb/hello-world/assetmanagement
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/adview
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/access
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/af
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/adview
502      GET        7l       11w      157c http://metapress.htb/hello-world/assets
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/adm
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/adlog
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/access.1
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/advisories
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/address_book
502      GET        7l       11w      157c http://metapress.htb/hello-world/aspadmin
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/advisories
502      GET        7l       11w      157c http://metapress.htb/button
502      GET        7l       11w      157c http://metapress.htb/hello-world/aspdnsfcommon
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/access_log
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/ADMON
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/addressbook
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/add_cart
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/accessgranted
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/address
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/activity
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/addtocart
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/adlogger
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/adodb
404      GET        7l       11w      153c http://metapress.htb/wp-includes/css/admin.php
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/adaptive
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/addons
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/activeCollab
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/admin.cgi
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/acct_login
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/addresses
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/activate
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/Admin
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/activex
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/actions
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/accommodation
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/ADMIN
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/access-log.1
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/action
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/active
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/accountants
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/adobe
502      GET        7l       11w      157c http://metapress.htb/hello-world/aspdnsfgateways
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/adserver
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/adv
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/ads
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/adsl
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/adv_counter
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/advancedsearch
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/advanced_search
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/advanced
502      GET        7l       11w      157c http://metapress.htb/buttons
502      GET        7l       11w      157c http://metapress.htb/category/news/arbeit
502      GET        7l       11w      157c http://metapress.htb/category/news/archiv
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/affiche
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/advertise
502      GET        7l       11w      157c http://metapress.htb/hello-world/aspnet_client
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/adverts
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/aff
502      GET        7l       11w      157c http://metapress.htb/category/news/architecture
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/advert
502      GET        7l       11w      157c http://metapress.htb/hello-world/assetmanage
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/advertisers
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/advertisement
502      GET        7l       11w      157c http://metapress.htb/hello-world/asps
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/advertising
502      GET        7l       11w      157c http://metapress.htb/hello-world/aspx
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/adverts
502      GET        7l       11w      157c http://metapress.htb/hello-world/at
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/advice
502      GET        7l       11w      157c http://metapress.htb/events/
502      GET        7l       11w      157c http://metapress.htb/hello-world/aspdnsfpatterns
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/advertising
502      GET        7l       11w      157c http://metapress.htb/hello-world/asset
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/administrivia
502      GET        7l       11w      157c http://metapress.htb/events/.bash_history
502      GET        7l       11w      157c http://metapress.htb/events/_baks
502      GET        7l       11w      157c http://metapress.htb/events/.history
502      GET        7l       11w      157c http://metapress.htb/events/.listings
502      GET        7l       11w      157c http://metapress.htb/events/.bashrc
502      GET        7l       11w      157c http://metapress.htb/events/.forward
502      GET        7l       11w      157c http://metapress.htb/events/_ajax
502      GET        7l       11w      157c http://metapress.htb/events/_admin
502      GET        7l       11w      157c http://metapress.htb/events/.sh_history
502      GET        7l       11w      157c http://metapress.htb/events/_adm
502      GET        7l       11w      157c http://metapress.htb/events/.mysql_history
502      GET        7l       11w      157c http://metapress.htb/events/_db_backups
502      GET        7l       11w      157c http://metapress.htb/events/.git/HEAD
502      GET        7l       11w      157c http://metapress.htb/events/_archive
502      GET        7l       11w      157c http://metapress.htb/events/.rhosts
502      GET        7l       11w      157c http://metapress.htb/events/_mmserverscripts
502      GET        7l       11w      157c http://metapress.htb/events/.cvs
502      GET        7l       11w      157c http://metapress.htb/events/_pages
502      GET        7l       11w      157c http://metapress.htb/events/_fpclass
502      GET        7l       11w      157c http://metapress.htb/events/_js
